text,reject,CIR_PUNISHMENT,CONFESSION,CIR_TYPE,CIR_ROLE,GENERAL_CIRCUM,CIR_AMOUNT,REGRET,RESPO,CIR_EQ
"הנאשם ערך שימוש ביישומון טלגרם, שמשמש כפלטפורמה מוצפנת המאפשרת תקשורת אנונימית, וכן ווידא את זהותם של הקונים באופן המקטין את הסיכויים להיתפס על ידי מערכת אכיפת החוק.",1,0,0,0,0,0,0,0,0,0
הנאשם ציין שהוא הוציא רישיון חדש והוא זקוק לו לשם עבודתו.,0,0,0,0,0,1,0,0,0,0
"הנאשם קיבל אחריות מלאה למעשים, והביע נכונות לטיפול ששירות המבחן סבר שצריך להתמקד בשיפור יכולותיו של הנאשם להתמודד עם משברים וכן ביחס להתנהלות כלכלית מיטיבה.",0,0,0,0,0,1,0,0,1,0
הנאשם רווק בן 23 שנים.,0,0,0,0,0,1,0,0,0,0
"הנאשם שהה שם לסירוגין עד ספטמבר 2022, אז עזב לבית הוריו.",1,0,0,0,0,0,0,0,0,0
"הנאשם שולב בהליך טיפולי אינטנסיבי אשר כלל טיפול בהתמכרותו לסמים, הקניית הרגלי תעסוקה יציבים, מתן כלים להתנהלות כלכלית נכונה וזיהוי מצבי סיכון והימנעות מהם.",0,0,0,0,0,1,0,0,0,0
הנאשם שיתף את שרות מבחן אודות מצבו המשפחתי וכן היות בנו הצעיר בשלבי אבחון לגבי מוגבלותו בשל בעיות התפתחות.,0,0,0,0,0,1,0,0,0,0
"הנאשם שיתף כי הוא בחובות על סך של 200,000 ₪ לבנקים ולחברת אשראי.",0,0,0,0,0,1,0,0,0,0
הנאשם שיתף פעולה בטיפול והחל לגלות אחריות רבה יותר לחייו.,0,0,0,0,0,1,0,0,0,0
הנאשם שיתף שעזב את ערערה מאחר והסביבה החברתית משפיעה עליו ופוגעת בהליך שיקומו.,0,0,0,0,0,1,0,0,0,0
"הנאשם תיאר, כי החשיפה לטראומה גרמה לערעור יציבותו הרגשית ולמצוקה ורצון לגלות עוד פרטים באמצעי זה.",0,0,0,0,0,1,0,0,0,0
"הנאשם, בן 47, רווק, שוהה בהוסטל טיפולי של קהילת ""הדרך"" לטיפול והימנעות מהתמכרות.",0,0,0,0,0,1,0,0,0,0
"הנאשם, יליד 1994, הורשע על בסיס הודאתו ובמסגרת הסכמה דיונית, בעבירת יצוא, יבוא, מסחר, הספקה סמים מסוכנים – עבירה לפי סעיף 13 + 19א לפקודת הסמים המסוכנים (נוסח חדש) התשל""ג-1973, ועבירה של החזקה/ שימוש בסמים שלא לצריכה עצמית – עבירה לפי סעיף 7(א)+7(ג).",0,0,1,0,0,1,0,0,0,0
"הנאשם, כבן 29, נסיבות חייו האישיות והמשפחתיות אינן קלות, ולקשייו מילדות זיקה מלאה למעורבותו בעבריינות.",0,0,0,0,0,1,0,0,0,0
"הנאשם, סטניסלב טרבה (להלן: הנאשם), הורשע על פי הודאתו, בעובדות כתב אישום מתוקן המייחס לו עבירות של הספקת סמים מסוכנים – עבירה לפי סעיף 13 ו- 19א לפקודת הסמים המסוכנים (נוסח חדש) תשל""ג-1973 (להלן: פקודת הסמים) ; יצוא, יבוא, מסחר, הספקה של סמים מסוכנים – עבירה לפי סעיפים 13 ו- 19א לפקודת הסמים; החזקה/שימוש בסמים לצריכה עצמית – עבירה לפי סעיף 7 (א) ו- 7 (ג) סיפא לפקודת הסמים.",0,0,1,0,0,0,0,0,0,0
"הנאשם, צעיר בן 29 שנים, ולחובתו שתי הרשעות קודמות בעבירת רכוש (משנת 2013) ועבירה של החזקת סם מסוכן לצריכה עצמית (משנת 2018).",0,0,0,0,0,1,0,0,0,0
הנאשמת הודתה בכתב האישום המקורי ללא הסכמה עונשית ונשלחה לשירות המבחן.,0,0,1,0,0,0,0,0,0,0
"הנאשמת הוזהרה כי אי ביצוע צו המבחן וצו השל""ץ עלול להוביל להפקעתם ולהטלת כל עונש חלופי לרבות מאסר.",1,0,0,0,0,0,0,0,0,0
הנאשמת הייתה עצורה במסגרת חקירה מיום 2.2.2023 ועד ליום 12.2.2023 עת שוחררה בתנאים שנמשכו לאחר שהוגשו כתב האישום יחד עם בקשה להותרת התנאים המגבילים על כנם עד לתום ההליכים.,1,0,0,0,0,0,0,0,0,0
"הנאשמת נתפסה בכף כשברכבה נמצאו 17 יחידות סם MDMA מחולק לשקיות, MDMA במצב נוזלי במשקל 6.9 גרם, קוקאין במשקל 14.85 גרם וקטמין במשקל 2.8 גרם.",0,0,0,1,0,0,1,0,0,0
"הנאשמת סיפרה לי, טרם מתן גזר הדין, כי בזכות ההליך ובזכות מעורבות שירות המבחן, למדה, לראשונה בחייה, לבקש עזרה.",1,0,0,0,0,0,0,0,0,0
"הנזק שנגרם בפועל כתוצאה מביצוע העבירה איננו מאוד חמור, מאחר שבשל פעולתה היעילה של המשטרה הסמים נתפסו לפני שהופצו בפועל ברחבי מדינת ישראל, על כל הנזק הכרוך בכך.",1,0,0,0,0,0,0,0,0,0
"הנזק שנגרם מביצוע העבירות ופוטנציאל הנזק: אמנם לא נגרם נזק בפועל מביצוע העבירות על ידי הנאשם, בשים לב לעובדה כי הסם נמכר לסוכן משטרתי, אך ברור כי קיים פוטנציאל גבוה לגרימת נזק לציבור בכללותו לו הסם היה מגיע לציבור המשתמשים בסם.",1,0,0,0,0,0,0,0,0,0
הסדר הטעון מתייחס לתיקון כתב האישום ואינו כולל הסכמות לעניין העונש שיוטל על הנאשם.,1,0,0,0,0,0,0,0,0,0
"הסוכן המשטרתי פנה לנאשם 1 שעמד בפתח תחנת הסמים, ביקש לקנות סם מסוכן מסוג קוקאין בסכום של 100 ₪ והנאשם בתגובה ביקש ממנו להמתין, ירד לתחנת הסמים ונכנס פנימה.",0,0,0,1,0,0,1,0,0,0
הסוכן פעל תחת פיקוח ובהנחיית משטרת ישראל לצורך איסוף ראיות נגד סוחרי סמים באילת.,0,0,0,0,0,0,0,0,0,0
"הסכמה בדבר חילוט הרכב - ב""כ הצדדים הגיעו להסכמה, לה ניתנה ביום 3.6.24 תוקף של החלטה, לפיה היקף חילוט הרכב יעמוד על סך 17,000 ₪ וישולם באופן הבא: 15,000 ₪ מתוך כספים שהופקדו בקופת בית המשפט ו- 2,000 ₪ נוספים ינוכו מתשלום תגמולי ביטוח על סך 48,608 ₪, שקיבל הנאשם עבור רכב שנגנב.",0,1,0,0,0,0,0,0,0,0
הסם והתיק יושמדו  כשפסק  הדין יהיה חלוט.,0,1,0,0,0,0,0,0,0,0
"הסם נשלח בתוך חבילה בדואר (להלן: ""החבילה""), לכתובתו הפרטית של הנאשם כפי שמסר אותה לאיירו, רחוב בבא סאלי 21 דירה 8 בביתר עילית, וזאת באמצעות חברת השילוח UPS (להלן: ""החברה"").",1,0,0,0,0,0,0,0,0,0
"הסנגור ביקש להימנע מהרשעה ולחילופין לגזור על מרשו 500 שעות של""צ.",1,0,0,0,0,0,0,0,0,0
"הסנגור הדגיש, כי מעורבות הנאשם בהתרחשות האלימה המתוארת באישום הראשון, הינה מכוח ביצוע בצוותא, ולא משום שנקט במעשה אלים, פיזי או מילולי כלפי המתלונן, כך בהתאם לכתב האישום המתוקן, כאשר חלקו של הנאשם מתמצה בנהיגת כלי- הרכב, ולא מעבר לכך.",1,0,0,0,0,0,0,0,0,0
"הסנגור המלומד הדגיש את נסיבותיו האישיות של הנאשם, ואת הקשיים האישיים עמם הוא מתמודד.",0,0,0,0,0,1,0,0,0,0
הסנגור הציג פסיקה של מאסר בעבודות שירות למשך 9 חודשים ואולם לאחר עיון בפסיקה זו.,1,0,0,0,0,0,0,0,0,0
"הסנגור סבור כי בשים לב לסוג הסם ולנסיבות ביצוע העבירות, תחתיתו של מתחם העונש ההולם יא במאסר שניתן לרצות בעבודות שירות.",1,0,0,0,0,0,0,0,0,0
"הסנגור סקר בטיעוניו את ההליך השיקומי, השתלבות הנאשם ביחידה להתמכרויות, ובדיקות השתן הנקיות משרידי סם שמסר.",0,0,0,0,0,1,0,0,0,0
"הסנגור ער לכך שהתסקיר אינו מצביע על דרך שיקומית מרשימה, אולם מנגד ביקש לזקוף לזכותו של הנאשם את עדויות בני משפחתו שסיפרו על השינוי שחל בו בתקופה האחרונה בה שומר על ניקיון מסמים ואת העובדה שחזר לכשירות גם מבחינת ניהול העסק, כפי שמלמדות הזמנות של גופים גדולים איתם הוא עובד.",0,0,0,0,0,1,0,0,0,0
"הסנגורית הפנתה לפסיקה, ועתרה לקביעת מתחם עונש הולם כולל הנע בין חודשיים ועד 8 חודשי מאסר בפועל.",1,0,0,0,0,0,0,0,0,0
"הסניגור ביקש להסתפק במקרה דנא בענישה של 6-7 חודשי מאסר, או לכל היותר להשית על הנאשם ענישה ברף התחתון של מתחם העונש ההולם, קרי, 8 חודשי מאסר בפועל.",1,0,0,0,0,0,0,0,0,0
הסניגור הוסיף וציין כי מצבה הבריאותי של אמו של הנאשם אף הוא לא שפיר.,0,0,0,0,0,1,0,0,0,0
"העבירה הייתה חריגה לאורח חייו הנורמטיבי, והנאשם הסביר כי פעל מתוך רצון לרפא את עצמו מהפגיעה שעבר, ועסק ברצון לפתרונות מהירים וניסיון ריפוי עצמי ללא הבנה מספקת של חומרת העבירה, השלכותיה ומשמעויותיה.",0,0,0,0,0,1,0,0,0,0
"העבירות בוצעו אמנם ממניע כלכלי אך תרמו לכך שימוש בסם ומעורבות בחברה שולית, מכאן, שהפסקת השימוש בסם תרמה לשיקומו; הנאשם גילה מוטיבציה טיפולית גבוהה והשתלב באופן מוצלח בהליכים טיפוליים מגוונים; עוד הביע חרטה כנה ונטל אחריות מלאה על מעשיו.",0,0,0,0,0,1,0,1,1,0
"העבירות שבפני בוצעו שעה שתלויים ועומדים נגד הנאשם עונשי מאסר ופסילה מותנים, וגם בכך יש כדי להוות נסיבה לחומרה.",0,0,0,0,0,1,0,0,0,0
העונש המתאים לנאשם,1,0,0,0,0,0,0,0,0,0
העונש המתאים לנאשם – לא מצאתי לסטות ממתחם הענישה משיקולי צדק,1,0,0,0,0,0,0,0,0,0
"העיון בתדפיס המידע הפלילי מלמד כי מדובר בעבר פלילי שאיננו מאוד מכביד, זאת לנוכח הזמן שחלף מאז ההרשעות הקודמות ועד היום, ולנוכח העונשים שנגזרו על הנאשם בגין אותן הרשעות, מהם ניתן להסיק כי נסיבות ביצוע העבירות בהן הורשע הנאשם בעבר היו לא מאוד חמורות.",0,0,0,0,0,1,0,0,0,0
"הענישה בגין עבירות סחר בסמים, אף בכמויות קטנות, נסובה סביב עונשי מאסר בפועל, כפי שניתן ללמוד מהפסיקה שלהלן:",1,0,0,0,0,0,0,0,0,0
"הענישה בעבירות מסוג זה נועדה, קודם לכל, לשרת את מטרת הגמול לעבריין על עיסוק בסם העלול לסכן חיי אדם ולפגוע בבריאות המשתמשים בו; שנית, על העונש להעביר מסר חד-משמעי של הרתעה ביחס לעבריינים פוטנציאליים, ולשמש אות אזהרה אפקטיבי לכל מי שמתכוון לקחת חלק במערכת ההעברות והסחר בסמים, תהא אשר תהא הפונקציה אותה הוא ממלא בשרשרת זו של העברת הסם מיד ליד.",1,0,0,0,0,0,0,0,0,0
הערה – זהו נוסח מתוקן של גזר דין אשר נמסר באולם ביום 19/11/24 ונחתם בתכנת הנט ללא חתימה גרפית.,1,0,0,0,0,0,0,0,0,0
הערכים המוגנים בהם פגע הנאשם באישום הראשון הינם שלמות גופו של אדם ושלוות נפשו.,1,0,0,0,0,0,0,0,0,0
"הערכים המוגנים בהם פגע הנאשם, הם השמירה על בריאותם הגופנית והנפשית של צרכני סמים, ושל צרכני סמים פוטנציאליים.",0,0,0,0,0,0,0,0,0,0
הערכים המוגנים הרלוונטיים לענייננו הם שמירה על בטחון הציבור ובריאותו ושמירה על  הקניין.,1,0,0,0,0,0,0,0,0,0
"הערכת הסיכון לעבריינות והסיכוי לשיקום  - כגורמי סיכון להישנות ביצוע העבירות, שקל שירות המבחן את עברו הפלילי, חומרת העבירות והכחשתו הגורפת את ביצוען.",1,0,0,0,0,0,0,0,0,0
הפיצוי ישולם עד ליום 1.11.2024;,1,0,0,0,0,0,0,0,0,0
הפיצויים ישולמו בתוך 24 חודשים מהיום.,1,0,0,0,0,0,0,0,0,0
"הפנתה לפגיעה בצרכני הסמים ולנזקים הנלווים, לרבות ביצוע עבירות רכוש ואלימות לשם השגת המימון לרכישת הסם.",0,0,0,0,0,0,0,0,0,0
הפסיקה משקפת את הצורך במאבק בעבירות הסמים בכלל ובעבירות ייבוא הסמים בפרט.,1,0,0,0,0,0,0,0,0,0
"הפעל פסילה על תנאי למשך שנה מגזר הדין ת/4, כך שחציה בחופף והיתרה במצטבר;",0,1,0,0,0,0,0,0,0,0
הצדדים הגישו אסופת פסיקה לתמיכה בעתירתם העונשית.,1,0,0,0,0,0,0,0,0,0
הצדדים הגישו אסמכתאות לביסוס טענתם בדבר רף הענישה המקובל בעבירות ייבוא סמים.,1,0,0,0,0,0,0,0,0,0
"הצדדים הסכימו כי יש לקבוע מתחם עונשי כולל ביחס לכל העבירות אותן ביצע הנאשם; עמדתם אף עולה בקנה אחד עם מבחן הקשר ההדוק שהותווה בפסיקה – מדובר בפרשה עבריינית אחת, במסגרתה סיפק, סחר והחזיק הנאשם בסמים מסוכנים.",1,0,0,0,0,0,0,0,0,0
"הצדדים עתרו לקבלת חוות דעת של הממונה על עבודות השירות, אך בעניין זה חלו עיכובים רבים.",1,0,0,0,0,0,0,0,0,0
הקטין נידון בגין שני התיקים האמורים 		ל-5 חודשי מאסר שירוצו בעבודות שירות.,0,0,0,0,0,0,0,0,0,0
הקנס ישולם ב - 15 תשלומים שווים החל מיום 15.08.24 ובכל 15 לחודש העוקב.,0,0,0,0,0,0,0,0,0,0
הקנס שהוטל על הנאשם  ישולם עד ליום 01.09.24.,0,0,0,0,0,0,0,0,0,0
"הרכב האט, אז פתח המתלונן את דלת הנוסע, קפץ מהרכב, וזאת כשהרכב בנסיעה מתוך מטרה למלט עצמו.",1,0,0,0,0,0,0,0,0,0
"הרשעתו של הנאשם מבית המשפט לנוער היא משנת 2010, והיא כוללת הרשעה ב- 17 עבירות אלימות, בהן 4 עבירות איומים, 8 עבירות תקיפה סתם, ועבירות של פציעה, חבלה חמורה ותקיפה הגורמת חבלה של ממש.",0,0,0,0,0,1,0,0,0,0
"השוטר מנדל שאל את הנאשם אשר לטיב הבקבוק, והנאשם השיב בכזב, כי אינו יודע.",1,0,0,0,0,0,0,0,0,0
השוטרת הזעיקה סיוע למקום ובמקביל אחרים שהיו בדירה החלו לצעוק ולקרוא קריאות וביקשו ממנה לצאת מהמקום.,1,0,0,0,0,0,0,0,0,0
"השינוי החיובי בנאשם היה לפני כשנה כשסיים את האשפוזית :""יש לו (לנאשם) בן בעזה שכל יום הוא משתף אותו.",0,0,0,0,0,1,0,0,0,0
"השלושה המשיכו בנסיעה לכיוון היציאה מביתר עילית, כאשר בשלב מסוים החל האחר להכות את המתלונן במכות אגרוף, סטירות, ומכות באמצעות פטיש המשמש לניפוץ שמשות, בראשו, בפניו, וגבו.",1,0,0,0,0,0,0,0,0,0
השניים סיכמו כי הסוכן ירכוש 5 גרם של סם מסוכן מסוג קוקאין (להלן: קוקאין).,0,0,0,1,0,0,1,0,0,0
התביעה הבהירה כי עמדתה תהיה להותרת ההרשעה.,1,0,0,0,0,0,0,0,0,0
"התביעה הגישה, לענין העונש, ראיות כדלקמן:",1,0,0,0,0,0,0,0,0,0
"התביעה הציגה פסיקה בה נידונו נאשמים בעבירות של ייבוא סם, ל- 6 וחצי שנים ו- 12 שנים מאסר בפועל.",1,0,0,0,0,0,0,0,0,0
התביעה טענה לפגיעה בערכים המוגנים של פגיעה בבריאות הציבור לצד ההגנה על שלום הציבור והגנתו מפני עבירות פליליות ומפני הנזקים החברתיים הישירים והעקיפים הנגרמים כתוצאה מסמים מסוכנים.,1,0,0,0,0,0,0,0,0,0
"התביעה טענה, כי הנאשם סחר בסמים בצוותא חדא עם אחר, תוך שעשה שתי עסקאות מול סוכן משטרתי סמוי, כאשר הסוכן קבע מפגשים עם האחר, אך למקום הגיע הנאשם עם הסמים, כשהוא נוהג ברכב, והוא זה שקיבל את הכסף מהאחר.",1,0,0,0,0,0,0,0,0,0
"התביעה טענה, כי יש לתת את הדעת לסוג הסם, כאשר במקרה דנן, סחר הנאשם בסם מסוכן מסוג קוקאין.",0,0,0,1,1,0,0,0,0,0
"התביעה טענה, כי למרות שהכמויות אינן גדולות, יש להתייחס לפוטנציאל הנזק הנגרם מעבירות סחר בסמים.",1,0,0,0,0,0,0,0,0,0
"התביעה טענה, כי ענינו של ודים מתנהל לפני מותב אחר, שם עתרה התביעה למתחם ענישה הנע בין 22 ועד 28 חודשי מאסר, וענינו קבוע למתן גזר דין.",1,0,0,0,0,0,0,0,0,0
"התביעה עותרת לאמץ את הרף הגבוה של הסדר הטיעון ולגזור על הנאשם מאסר של 6 שנים, מאסר על תנאי, שלילת רישיון וקנס.",1,0,0,0,0,0,0,0,0,0
"התביעה עתרה לפסילת רישיון נהיגה בפועל ועל תנאי, לאור שימוש ברכב לביצוע עבירות סמים.",1,0,0,0,0,0,0,0,0,0
"התובעת עמדה על הפגיעה בערכים המוגנים, הגישה פסיקה רלוונטית, ועתרה לקביעת מתחם עונש הולם כולל הנע בין 12 ל-24 חודשי מאסר.",1,0,0,0,0,0,0,0,0,0
"התובעת עתרה לקבוע מתחם ענישה הנע בין 8 ל- 18 חודשי מאסר בפועל בגין עבירת הסם, ומתחם שבין מאסר מותנה ועד מספר חודשי מאסר בפועל בגין עבירת הרכוש.",1,0,0,0,0,0,0,0,0,0
"התחייבות בסך 10,000 ₪ שלא לעבור כל עבירת פשע לפי פקודת הסמים בתוך שנה מהיום.",0,1,0,0,0,0,0,0,0,0
"התחייבות בסך 5,000 ₪ שלא לעבור כל עבירת סמים מסוג פשע במשך שנתיים מהיום.",0,1,0,0,0,0,0,0,0,0
התמשכות נוספת של ההליך רובצת בעיקר לפתחו של הנאשם אשר נעדר מדיונים ואף הוצא נגדו צו הבאה (פרו' 8.7.20; 10.8.20; 11.11.20).,1,0,0,0,0,0,0,0,0,0
התנאי הוא שלא יעבור אחת העבירות בהן הורשע.,1,0,0,0,0,0,0,0,0,0
"התסקיר גלל את נסיבות חייו של הנאשם, הרקע לשימושו בסמים, מצבו הנפשי ובהמשך, פרט את התייחסותו לעבירות המיוחסות לו.",1,0,0,0,0,0,0,0,0,0
התקבלו שלושה תסקירים מטעם שירות המבחן ולהלן עיקריהם:,1,0,0,0,0,0,0,0,0,0
"התרשמתי מדברי הנאשם בתסקיר ובפניי, כי מביע חרטה כנה על הסתבכותו, עם זאת עולה הרושם מהתסקיר כי דפוסיו ההתמכרותיים פעילים, הנאשם מחזיק בעיוותי חשיבה ובעמדות מקלות ביחס לסם קנאביס, וכי במצבי משבר חוזר לדפוסיו הישנים, מהמר וצובר חובות, וכדי לשלמם בוחר בפתרונות עוברי חוק.",0,0,0,1,0,1,0,1,0,0
התשלום הראשון ישולם עד ליום 1.4.2025  ובכל 1 לחודש שלאחר מכן.,1,0,0,0,0,0,0,0,0,0
ואולם בכך לא די.,1,0,0,0,0,0,0,0,0,0
ואולם על מנת לחזק את הנאשם בהתחשב במאמצים שערך תקופה ארוכה יש מקום לחריגה מסוימת מהמתחם בשל הליכי השיקום להם נרתם ובתקווה שאכן נתרם מהם.,1,0,0,0,0,0,0,0,0,0
"ואולם, יש מקום לאבחן אותם לקולא לעומת ענייננו.",1,0,0,0,0,0,0,0,0,0
"ואולם, ככל שהתקדם ההליך המשפטי ניתן היה להיווכח בדלות כוחותיו לביסוס חיים נורמטיביים, כל עוד הוא כורך את חייו בנוף ילדותו וסביבת מגוריו, שאינם תורמים לשיקומו, וכפי שהוא עצמו ער לדבר (תסקיר התאמה מיום 6.2.22).",1,0,0,0,0,0,0,0,0,0
"ובחזרה לענייננו, הנאשם הורשע בעבירה של סחר בסמים מסוג קוקאין במשקל 1 גרם, עבירה של הספקת סם מסוג קנבוס במשקל לא ידוע; ובהחזקת סם מסוג קוקאין במשקל 0.05 גרם לצריכה עצמית.",0,0,0,1,0,0,1,0,0,0
ובמועד הרלוונטי לכתב האישום התגוררו הנאשם והאח בתחומי העיר לוד.,0,0,0,0,0,1,0,0,0,0
"ודים ניגש לרכב ומסר לנאשם את הכסף ונטל ממנו 2 מנות של סם מסוכן מסוג קוקאין עטופות בניילון שקוף במשקל כולל של 0.28 גרם נטו (להלן: ""הסם""), אותן מסר לסוכן.",0,0,0,1,1,0,1,0,0,0
וציינה כי המדינה עותרת למתחם הנע בין 30 חודשי מאסר ל- 60 חודשי מאסר.,1,0,0,0,0,0,0,0,0,0
"זאת, אף שנסיבות אותו מקרה שונות מענייננו באשר באותו מקרה דובר בעבריין סמים כבד ורצידיוויסט אשר לא לקח אחריות על מעשיו וניהל הליך של הוכחות ואשר גרם לנזקים כלכליים גבוהים מאלו שהנאשם בעניינו גרם.",1,0,0,0,0,0,0,0,0,0
"זאת, הן לנוכח התהייה העולה מכך שהנאשם שהוא צעיר, רווק, שנמצא בחובות כספיים מוצא לשכור וילה שבה כ-7 חדרים ואשר בה התגורר בגפו והן לנוכח, העובדה שהסמים גודלו ב-6 חדרים בוילה כשבחדר נוסף נמצא שק סם נוסף.",0,0,0,0,0,1,0,0,0,0
זה לא הסבר מספיק לביצוע עבירה של סחר בסמים.,1,0,0,0,0,0,0,0,0,0
זכות ערעור כחוק לבית המשפט המחוזי בירושלים בתוך 45 יום מהיום.,1,0,0,0,0,0,0,0,0,0
"זכות ערעור לביהמ""ש המחוזי בתוך 45 ימים מהיום.",1,0,0,0,0,0,0,0,0,0
זכות ערעור לבית המשפט המחוזי בבאר שבע תוך 45 ימים.,1,0,0,0,0,0,0,0,0,0
"זכות ערעור לבית המשפט העליון, תוך 45 יום מהיום.",1,0,0,0,0,0,0,0,0,0
זכות ערעור תוך 45 יום מהיום.,1,0,0,0,0,0,0,0,0,0
"חוק המאבק בתופעת השימוש בחומרים מסכנים, תשע""ג-2013",1,0,0,0,0,0,0,0,0,0
"חוק העונשין, תשל""ז-1977: סע'  29	(א)",1,0,0,0,0,0,0,0,0,0
"חוק העונשין, תשל""ז-1977: סע'  29(א), 192",1,0,0,0,0,0,0,0,0,0
"חוק העונשין, תשל""ז-1977: סע'  29(א), 192, 333, 335, 382(א)",1,0,0,0,0,0,0,0,0,0
"חוק העונשין, תשל""ז-1977: סע'  31, 40ד'",1,0,0,0,0,0,0,0,0,0
"חוק העונשין, תשל""ז-1977: סע'  40(ד), 40 ג(א), 400",1,0,0,0,0,0,0,0,0,0
"חוק העונשין, תשל""ז-1977: סע'  400",1,0,0,0,0,0,0,0,0,0
"חוק העונשין, תשל""ז-1977: סע'  40ד'",1,0,0,0,0,0,0,0,0,0
"חוק העונשין, תשל""ז-1977: סע'  40ח, 400",1,0,0,0,0,0,0,0,0,0
"חוק העונשין, תשל""ז-1977: סע'  40ט'",1,0,0,0,0,0,0,0,0,0
"חוק העונשין, תשל""ז-1977: סע'  413",1,0,0,0,0,0,0,0,0,0
"חלף זאת, אני סבורה כי בנסיבות העניין, גם בשים לב לכך שהנאשם ניהל את ההליך ולאור מדיניות הענישה בתיקים קודמים, הטלת עונש של מאסר שירוצה בדרך של עבודות שירות למספר חודשים (מבלי שינוכו ימי מעצרו) מאזנת כראוי בין שיקולי הענישה השונים בעניינו של הנאשם.",1,0,0,0,0,0,0,0,0,0
חלקו של הנאשם בביצוע העבירה משמעותי.,1,0,0,0,0,0,0,0,0,0
חלקו של הנאשם במעשים משמעותי שכן הוא שתיאם את קבלת הסם והיה אמור להחזיק בו.,0,0,0,0,1,0,0,0,0,0
"חסר מענה לשאלה האם הנאשם סובל מהתמכרות לסמים וצורך מעבר לכמות לה זכאי על פי מרשם רפואי, חסר מענה לשאלה כיצד הוא מתמודד כעת עם המחסור או עם התמכרות או כיצד חדל מכך.",1,0,0,0,0,0,0,0,0,0
חריגה ממתחם העונש ההולם,0,0,0,0,0,0,0,0,0,0
"חרף האמור ניתנה לנאשם הזדמנות נוספת, והוא נקלט בקהילת ""מכורים לחיים"", בניגוד להמלצת שירות המבחן בהיותה מסגרת פרטית ובלתי מפוקחת על ידי משרד הרווחה.",0,0,0,0,0,1,0,0,0,0
"חרף האמור, הוחלט ליתן לנאשם הזדמנות נוספת, והוצע לו להשתלב בטיפול כוללני בקהילה טיפולית הרחק מסביבת חייו.",1,0,0,0,0,0,0,0,0,0
חשוב שהנאשם ימשיך בהליך על מנת להפחית סיכון מצדו.,1,0,0,0,0,0,0,0,0,0
"טען ב""כ הנאשם כי ביום 30.5.23 התקיים דיון בפני כב' השופט בני שגיא, בהחלטתו צוין כי המלצת שרות המבחן הייתה מוקדמת ביחס לעומקו של ההליך הטיפולי שעבר הנאשם עד כה, יש צורך בהעמקת הליכי השיקום.",1,0,0,0,0,0,0,0,0,0
"טען ב""כ הנאשם כי מדובר בנאשם בן 30, נשוי, אב לשני ילדים, אשתו בהריון בחודש שמיני, אחד מילדיו אובחן עם בעיות קשב וריכוז, אובחן על הרצף האוטיסטי.",0,0,0,0,0,1,0,0,0,0
"טען כי ביום 4.1.24 התקיים דיון נוסף, נכתב בהחלטה כי התסקיר כלל המלצה לריצוי מאסר בעבודות שירות, המשקפת כברת דרך משמעותית המחייבת סטייה ממתחמי הענישה.",1,0,0,0,0,0,0,0,0,0
"טען כי בשים לב למורכבות המשפחתית עם מצבו של בנו וכן אשתו ההרה ביקש מבית המשפט להטיל על הנאשם עונש של 6 חודשי מאסר לריצוי בדרך של עבודות שירות וצו מבחן, כהמלצת שרות המבחן.",1,0,0,0,0,0,0,0,0,0
"טען כי מדובר בהליך שיקומי אינטנסיבי של פרק זמן, של מעל שנה וחצי, תוך הבעת נכונות מלאה לתהליך השיקום ורכישת כלים ומיומנויות לשתף את הקרובים אליו בקשיים אותם הוא עובר.",0,0,0,0,0,1,0,0,0,0
יונתן העביר את התמורה לנאשם.,0,0,0,0,0,0,0,0,0,0
יצוין שבמסגרת הסדר הטיעון התחייבה המאשימה לטעון לעונש מאסר שלא יעלה על 5 שנות מאסר.,1,0,0,0,0,0,0,0,0,0
יש בפסיקה אליה הפנו הצדדים כדי לסייע בעמידה על מדיניות הענישה הנהוגה.,1,0,0,0,0,0,0,0,0,0
"יש להדגיש, כי שירות המבחן הגיש עדכון לתיק בית המשפט וחזר בו מההמלצה הטיפולית נוכח מורכבות מצבו הנפשי של הנאשם אשר התגלה עת שניסה לשלב את הנאשם בקבוצה טיפולית.",0,0,0,0,0,1,0,0,0,0
"יש להתייחס לכלל המעשים כאל אירוע אחד, שכן מתקיים בין חלקי האירוע קשר הדוק נוכח טיב הסם, שיטת הפעולה והמועדים הקרובים שבהן בוצעו העבירות.",1,0,0,0,0,0,0,0,0,0
יש לחזק את הנאשם שעד היום היה ללא הרשעות קודמות והוא הצליח לסלול לעצמו דרך חיובית השונה מהדרך שלתוכה גדל.,0,0,0,0,0,1,0,0,0,0
יש לשלוח לשירות המבחן ולממונה על עבודות שירות.,1,0,0,0,0,0,0,0,0,0
"יתכן שהיו לנאשם שותף או שותפים, נוכח העובדה שנגנב ציוד מהמעבדה אחרי החיפוש.",0,0,0,0,0,0,0,0,0,1
"יתר הנסיבות המנויות בסעיף 40ט(א) לחוק העונשין, אינן רלוונטיות לענייננו.",1,0,0,0,0,0,0,0,0,0
"יתר על כן, אף לאחר שהחומר נתפס בנמל התעופה, הייתה לנאשם הזדמנות להחליט להימנע מהמעשה, ובכל זאת הוא תיאם את הגעת השליח לביתו.",1,0,0,0,0,0,0,0,0,0
